en,fa
superintendence,نظامت
superintendent,ناظم
superior,بالادست
superiority,بزرگتری
superlative,مبالغه آمیز
Superman,ابر مرد
supermarket,فروشگاه بزرگ
supernal,وابسته بعالم بالا
supernatural,مافوق طبیعت
supernova,ابرنواختر
supernumerary,فوق عددی
superordinate,شخص بالاتر
superphysical,ابر جسمی
superpower,ابر نیرو
superscript,بالانویس
supersession,لغو شدگی
supersonic,فراصوت شناسی
superstitions,موهومات
superstitious,موهوم پرست
superstratum,ابر لایه
superstructure,اعصه و اعیان
supersubtlety,زرنگی بسیار
supervene,تصادفی روی دادن
supervenience,رویداد ناگهانی
supervenient,غیر منتظره
supervise,برنگری کردن
supervision,سرپرستی
supervisor,سرپرست
supervisory,نظارتی
suplemental,الحاقی
supper,شام
supplantation,قلع وقمع
supple,کش دار
supplement,ضمیمه
supplementary,تکمیلی
supplementary angles,زوایای مکمل
supplementation,هم آوری
supplements,ضمائم
suppliant,متضرع
supplicant,ملتمس
supplicate,استرحام کردن
supplication,صلات
supplier,متصدی ملزومات
supplies,ملزومات
supply,تهیه کردن
supply and demand,عرضه و تقاضا
supply department,کارپردازی
supply port,درگاه تدارکاتی
supplying the needs,رفع احتیاجات
support,پشتیبانی کردن
supported,مستظهر
supporter,جانب دار
supporters,پشتی کنندگان
supporting,طرفدار
supportless,بی حامی
supposable,فرض کردنی
suppose,انگار کردن
supposed,مفروض
supposedly,بفرض
supposing,بالفرض
supposition,انگاشت
suppositions,مفروضات
suppository,شیاف
suppress,سرکوبی کردن
suppressed,موقوف شده
suppressing,فرونشانی
suppression,پایمالی
suppressive,موقوف سازنده
suppurate,فساد جمع شدن
suppurative,ریم آور
supreme,عظما
supreme command,سرفرماندهی
supreme court,دیوان عالی کشور
Supreme Leader,ولی فقیه
supressed,منکوب
suprise,متعجب کردن
surcharge,مالیات اضافی
surd,رادیکال
sure,مطمئن
surefooted,بی لغزش
surely,علیالتحقیق
surety-bond,ضمانت نامه
surf,خیزآب
surf riding,موج بازی
surface,سطح
surface-to-air,زمین به هوا
surfeit,زیاده روی
surge,موجدار بودن
surgeon,جراح
surgeon general,افسر پزشک
surgery,عمل جراحی
surgery room,اتاق جراحی
surgical,عمل جراحی
surgical operation,جراحی
Suri,سوری
surly,بدمزاج
surmise,گمان بردن
surname,ورنام
surpass,برتری یافتن
surplus,اضافات
surprise,غافلگیر کردن
surprise attack,غافلگیری
surprised,شگفتزده
surprising,شگفت انگیز
surprisingly,متعجبانه
surprize,متعجب ساختن
surprizing,عجیب
surrender,تسلیم شدن
surrogate,جانشین
surround,محاصره کردن
surround a thing,دور چیزی راگرفتن
surrounded,احاطه کرده
surrounding,احاطه کننده
surroundings,اطراف و جوانب
surtax,جریمه مالیاتی
Surush Yavaghim,سروش یواخیم
surveillance,مبصری
surveillant,مبصر کلاس
surverying,مساحی
survey,نقشه برداری
surveying,نقشه بر داری
surveyor,نقشه بر دار
survival,بازماندگی
survival of the fittest,بغاء اصلح
survive,جان سالم به در بردن
surviver,بیشتر عمرکننده
survivor,باقیمانده
Susa,شوش
Susan,سوزان
susceptibility,فروگیری
susceptible,مستعد پذیرش
susceptible to change,مستعد تغییر
suspect,سوء ظن داشتن
suspected,مظنون
suspend,موقتا بیکار کردن
suspended,تعلیقی
suspender,بند جوراب
suspense,درحال تعلیق
suspension,بی تکلیفی
suspension bridge,پل معلق
suspensive,درحال تعلیق
suspensor,موجب تعلیق
suspicion,مظنون بودن
suspicious,مشکوک بودن
suspire,نفس عمیق کشیدن
sustain,مقاومت کردن
sustain a loss,خسارت دیدن
sustain loss,زیان کردن
sustaining,اعاشه
sustenance,استعانت مالی
susurration,سخن آهسته
susurrous,شبیه نجوا
susurrus,شبیه نجوا
suttee,ستی
suturated,مشبع
Suzan,سوزان
Suzi Min,سوزی مین
swab,سنبه جراحی
swaddling,پارچه قنداقی
swag,بنوسان درآوردن
swage,قالب ریزی کردن
swagger,خود فروشانهگام زدن
Swahili,سواحلی
swallow,غورت دادن
swallowable,فروبردنی
swallower,فروبرنده
swallowing,فروبری
swamp,لجنزار
swamp-living,مرداب زی
swampy,لجن زار
swan,دجاجه
swan song,صدای قو
swank,قروغمزه آمدن
sward,سطح چمنزار
swarm,گروه زنبوران
swart,سیاه چرده
swarth,سبزه رو
swarthy,تیره روی
swathe,قنداق کردن
swatter,مگس کش
swear,سوگند خوردن
swear to God,بخدا
swearing,دشنام
swearword,فحش
sweat,عرق ریزی
sweatband,زغره
sweater,پلوور
sweating,عرق ریزی
sweaty,عرق دار
Sweden,سوئد
Swedish,سوئدی
sweep,جاروب کردن
sweeper,جاروب کش
sweeping,جاروب کشی
sweepings,خاشاک
sweepy,زود گذر
sweet,شکر بار
sweet apricot,شکر پاره
sweet basil,شاه اسپر غم
sweet dish,کاچی
sweet fennel,مرزه
sweet lemon,لیمو شیرین
sweet odor,شمائم
sweet smile,شکر خنده
sweet spoken,شکر دهان
sweet tooth,شیرینی دوست
sweetbread,دنبلان
sweetbrier,گل نسترن
sweeten,شیرین کردن
sweetheart,محبوبه
sweetmeat,غذای شیرین
sweetness,شیرینی
sweetpaste,حلول
sweets,حلویات
sweet-spoken,شیرین زبان
swell,موجدار کردن
swelling,برامدگی
swelter,هوای گرم
sweltering,شرجی
swept,کج شده
swift,تند کار
swift footed,جماز
swill,زود خوردن
swim,شنا کردن
swimmable,شناکردنی
swimmer,شناکننده
swimming,شناگری
swimming pool,استخر شنا
swimmy,فطرتا گیج
swimsuit,لباس شنا
swindle,کلاه برداری
swindler,کلاه بردار
swineherd,گرازبان
swing,تاب خوردن
swingable,چرخاندنی
swinge,زخم زبان زدن
swinger,لذت طلب
swinging,آونگی
swingy,نوسان دار
swinish,شبیه خوک
swipe,ضربه سنگین زدن
swirl,باعث چرخش شدن
swirly,گردابی
swish,پیرومد
Swiss,سویسی
switch,راه گزیدن
switch on,روشنکردن
switchblade,چاقوی زامن دار
switchboard,صفحه گزینه
switchman,سوزن بان
switchover,دگرگزینی
swither,مردد بودن
Switzerland,سوئیس
swivel,روی محورگردیده
swollen,برآمدگی دار
sword,ذوالفقار
sword fish,اره ماهی
sword hilt,دسته شمشیر
swordfish,شمشیر ماهی
swordmaker,شمشیر ساز
sword-shaped,شمشیری
swordsman,شمشیر باز
swordsmanship,شمشیر زنی
sycophancy,مزاج گوئی
sycophant,خوش خدمتی
Sydney,سیدنی
syfy,سیفی
syllabary,هجا بندی
syllabic,هجا نما
syllabication,هجا بندی
syllable,هجا
syllogism,صغری وکبری
syllogize,استلادل منطقی کردن
sylva,درخن نامه
sylvatic,غیر متمدن
symbion,هم زیست
symbiosis,زندگی تعاونی
symbol,علامات اختصاری
symbolic,نمادی
symbolism,نشان پردازی
symbolist,نمادپرداز
symbolization,نماد پردازی
symbolize,نما پردازی کردن
symbolizer,نمادپرداز
symbology,نماد شناسی
symmetric,متقارن
symmetrization,هم آراستگی
symmetrize,متقارن ساختن
sympathetic,همدردانه
sympathize,اظهار تاسف کردن
sympathizer,جانب دار
sympathy,سر سلامتی
sympatric,هم شخصیت
sympatry,هم محلی
symphonic,شبیه سمفونی
symphonious,هم آهنگ
symphony,هم نوا
symphony orchestra,هم آهنگ
symphsis,عضو پیوسته
symposiast,همسگالگر
symposium,یک موضوع
symptom,علامت
synagog,پرستشگاه یهود
synagogal,کنیسهای
synagogue,پرستشگاه یهود
synalepha,هم آمیز
synaloepha,هم آمیز
synchronism,ایجاد همزمانی
synchronization,همزمانی
synchronize,انطباق زمانی داشتن
synchrony,هم زمانی
syncopal,غش دار
syncopation,همبرش
syncopative,همبرشی
syncopator,همبرشگر
syncope,سنکوپ
syncretic,وفق دهنده
syndesis,بهم بستگی
syndetic,متصل شده
syndicate,تشکیل اتحادیه دادن
syndicator,عضو سندیکا
syneresis,همگرفت
synergetic,همکاری کننده
synergic,همتلاش
synergistic,همکاری کننده
synergy,اشتراک مساعی
synesis,ارتباط مفاهیم
synesthesia,همرنجی
syngamy,دگرگانی
syngeneic,مادرزاد
synonym,هم معنی
synonymous,هم معنی
synonymy,مترادف نویسی
synoptic,هم نظیر
syntactic,نحوی
syntax,نحو
synthesize,هم گذاری کردن
synthetic,همگذاشت
synthetic fabric,ابریشم مصنوعی
synthetic fibers,الیاف مببصنوعی
synthetic rubber,لاستیک همگذاشت
syphilis,سیفیلیسی
syphilitic,سیفیلیسی
Syria,سوریه
syrian,سوریه ای
syrian mallow,خطمی درختی
syringe,سرنگ آمپول زنی
syrup,شیره
syrupy,شربتی
system,سیستم
system check,مقابله سیستم
system resource,وسیله سیستم
system standard,استاندارد سیستم
systematic,ترتیبی
systematization,همست کاری
systematize,اسلوبی کردن
systemic,همستی
systemization,اسلوب سازی
systole,انقباض قلب
syzygy,جفت متقارن
tab,صورت حساب
Tabary,طبری
tabby,گربه ماده
table,جدول
table of contents,فهرست مندرجات
table salt,نمک طعام
table tennis,تنیس رومیزی
tablecloth,رومیزی
tablet,لوحه
tableware,کارد وچنگال
taboo,تابو
taboos,نواهی
tabor,دمبک
Tabriz,تبریز
Tabrizi,تبریزی
Tabrizy,تبریزی
tabula rasa,سپید لوح
tabular,جدولی
tabulating,جدول بندی
tabulator,جدول نویس
tach,نوار اتصال
tache,نوار اتصال
tachygraphy,تند نگاری
tacit consent,رضایت ضمنی
taciturn,کم گفتار
tack,پونز زدن
tacker,کوک زننده
tackle,بعهده گرفتن
tacks,ردپا
tacky,نخ نما
taco,نان ساجی
tact,مردم داری
tactful,موقع شناس
tactic,ماهردرفنون جنگی
tactical,سوقالجیشی
tactics,جنگ دانی
tactile,لامسه ای
tactility,پساوائی
tactless,موقع نشناس
tactlessness,بی نزاکتی
tactual,لامسه ای
tadpole,بچه قورباغه
tag,علامت زدن
tag line,نقطه حساس
tagalong,موی دماغ
Taghi,تقی
Taher,طاهر
Tahereh,طاهره
Tahmaseb,طهماسب
Tahmineh,تهمینه
Tahmuress,طهمورث
tail,داستان
tailed,دم دار
taille,فرم
tailless,بی دم
tailless sheep,زیل
taillight,چراق عقب
tailor,دوزنده
tailpiece,سیم گیر
tail-skid,سیخک
tailspin,گیجی وبیهوشی
taint,آلوده کردن
Taiwan,تایوان
Tajik,تاجیک
Tajikistan,تاجیکستان
Take,بردن
take a bath,حمام گرفتن
take a chance,دل بدریا زدن
take a loan,عاریه گرفتن
take a punch,مشت خوردن
take a risk,دل به دریا زدن
take advantage,سو استفاده کردن
take attendance,حاضر و قایب کردن
take away,بر گرفتن
take back,بازپس گرفتن
take bribe,رشوه گرفتن
take care,نگه داری کردن
take care of,سرپرستی کردن
take charge,عهده دار شدن
take dwelling,منزل گرفتن
take examination,امتحان دادن
take hostage,گروگان گرفتن
take into captivity,به اسارت بردن
take leave,مرخصی گرفتن
take lessons,درس گرفتن
take off,از تن خارج کردن
take offense,رنجیدن
take out,بیرون آوردن
take over,روی کار آمدن
take part,شریک شدن
take personally,بدل گرفتن
take picture,عکس گرفتن
take place,به وقوع پیوستن
take pledge,گروگانگیری
take possession,متصرف شدن
take possession of,تملک کردن
take pride in,مباهات کردن به
take refuge,التجا بردن
take residence,رحل اقامت افکندن
take room,جاتنگ کردن
take root,ریشه دواندن
