en,es,de,fa,ar
Wasting,Debilitante,Verschwendung,هدر دادن,الهزال
Wasting Time,Perdiendo El Tiempo,Zeitverschwendung,اتلاف وقت,إضاعة الوقت
Wastrel,Derrochador,Verschwender,زباله,المضيع
Watch,Mirar,Betrachten,تماشا کنید,يشاهد
Watchband,Correa De Reloj,Uhrenarmband,بند ساعت,سوار الساعة
Watchcase,Caja De Reloj,Uhrengehäuse,قاب ساعت,علبة الساعة
Watchdog,Perro Guardián,Wachhund,دیده بان,مراقب
Watchers,Observadores,Beobachter,ناظران,المراقبون
Watcheye,Ojo De Reloj,Wachauge,چشم نگهبان,عين المراقبة
Watching,Mirando,Aufpassen,تماشا کردن,مراقبة
Watchmaker,Relojero,Uhrmacher,ساعت ساز,صانع الساعات
Watchman,Sereno,Wächter,نگهبان,حارس
Watchmans Cabin',Cabaña Del Vigilante,Wächterhütte',کابین نگهبانان,كابينة الحارس
Watchman'S Cabin,Sala de guardia,Wachraum,اطاق نگهبان,
Watchtower,Torre De Vigilancia,Wachturm,برج دیده بانی,برج المراقبة
Watchword,Lema,Parole,کلمه رمز,شعار
Water,Agua,Wasser,آب,ماء
Water Boy,Chico Del Agua,Wasserjunge,پسر آب,صبي الماء
Water Carrier,Portador De Agua,Wasserträger,حامل آب,حامل الماء
Water Channel,Canal De Agua,Wasserkanal,کانال آب,قناة مائية
Water Color,Color De Agua,Wasserfarbe,رنگ آب,ألوان مائية
Water Damage,Daños Por Agua,Wasserschaden,آسیب آب,أضرار المياه
Water Damaged,Dañado Por El Agua,Wasserschäden,آسیب دیده از آب,تضررت بالمياه
Water Flow,Flujo De Agua,Wasserfluss,جریان آب,تدفق المياه
Water Foul,Agua Sucia,Wasserverschmutzung,آلودگی آب,تلوث المياه
Water Germander,Camedrio Acuático,Wasser-Gamander,آب ژرماندر,نبات الجيرمندر المائي
Water Heater,Calentador De Agua,Boiler,آبگرمکن,سخان الماء
Water Hole,Pozo De Agua,Wasserloch,چاله آب,حفرة ماء
Water Level,Nivel Del Agua,Wasserstand,سطح آب,مستوى الماء
Water Meter,Medidor De Agua,Wasserzähler,کنتور آب,عداد المياه
Water Of Life,Agua De Vida,Wasser Des Lebens,آب حیات,ماء الحياة
Water Pipe,Tubería De Agua,Wasserleitung,لوله آب,أنبوب الماء
Water Polo,Waterpolo,Wasserball,واترپلو,كرة الماء
Water Serving,Servicio De Agua,Wasserausgabe,سرو آب,تقديم الماء
Water System,Sistema De Agua,Wassersystem,سیستم آب,نظام المياه
Water Table,Nivel Freático,Grundwasserspiegel,سفره آب زیرزمینی,منسوب المياه الجوفية
Water Tap,Grifo De Agua,Wasserhahn,شیر آب,صنبور الماء
Water-Bearing Strata,Estratos Acuíferos,Wasserführende Schichten,لایه های آبدار,الطبقات الحاملة للمياه
Waterborne,Llevado Por Barco,Auf Wasserbasis,آب پایه,منقولة بالماء
Watercloset,Inodoro,Wasserklosett,توالت,مرحاض مائي
Watercolor,Acuarela,Aquarell,آبرنگ,ألوان مائية
Watercourse,Corriente De Agua,Wasserlauf,آبراهه,مجرى مائي
Watercress,Berro,Brunnenkresse,شاهی آبی,الجرجير
Waterer,Bebedero,Tränke,آبرسان,سقاية
Waterfall,Cascada,Wasserfall,آبشار,شلال
Waterfront,Frente Al Mar,Am Wasser,ساحل دریا,الواجهة البحرية
Watering,Riego,Bewässerung,آبیاری,الري
Watering Can,Regadera,Gießkanne,آبپاش,مرش
Watering Fee,Tarifa De Riego,Bewässerungsgebühr,هزینه آبیاری,رسوم الري
Watering Trough,Abrevadero,Tränke,آبشخور,حوض الري
Waterlevel,Nivel Del Agua,Wasserstand,سطح آب,منسوب المياه
Waterline,Línea Del Agua,Wasserlinie,خط آب,خط الماء
Watermelon,Sandía,Wassermelone,هندوانه,بطيخ
Waterpower,Energía Hidráulica,Wasserkraft,انرژی آب,الطاقة المائية
Waterproof,Impermeable,Wasserdicht,ضد آب,ضد للماء
Watershed,Cuenca,Wasserscheide,حوزه آبخیز,مستجمعات المياه
Water-Ski,Esquí Acuático,Wasserski,اسکی روی آب,التزلج على الماء
Watersports,Deportes Acuáticos,Wassersport,ورزش های آبی,الرياضات المائية
Watertight,Estanco,Wasserdicht,آب بند,مقاوم للماء
Waterway,Camino Acuático,Wasserweg,آبراه,الممر المائي
Waterwheel,Rueda Hidráulica,Wasserrad,چرخ آبی,عجلة مائية
Waterworn,Desgastado Por El Agua,Vom Wasser Getragen,فرسوده از آب,متآكل بالماء
Watery,Agua,Wasser,آب,ماء
Watt,Vatio,Watt,وات,واط
Wattle,Zarzo,Flechtwerk,واتل,السنط
Wattmeter,Vatímetro,Wattmeter,وات متر,الواطمتر المقياس الواطي
Wave,Ola,Welle,موج,موجة
Waveguide,Guía De Ondas,Wellenleiter,موجبر,الدليل الموجي
Wavelength,Longitud De Onda,Wellenlänge,طول موج,الطول الموجي
Waveless,Sin Olas,Wellenlos,بی موج,بلا موجات
Wavelike,Ondulado,Wellig,موج دار,مائج
Waver,Vacilar,Wanken,متزلزل کردن,تردد
Waverer,Indeciso,Schwankender,مردد,مذبذب
Wavering,Vacilante,Schwankend,مردد بودن,متردد
Waves,Ondas,Wellen,امواج,الأمواج
Waviness,Ondulación,Welligkeit,موج دار بودن,التموج
Wavy,Ondulado,Wellig,موج دار,مائج
Wax,Cera,Wachs,موم,الشمع
Wax Paper,Papel Encerado,Wachspapier,کاغذ مومی,ورق الشمع
Waxed Paper,Papel Encerado,Wachspapier,کاغذ مومی,ورق مشمع
Waxen,Depilación,Wachsen,اپیلاسیون,إزالة الشعر بالشمع
Waxer,Depilador,Wachser,واکس زن,مشمع
Waxing,Depilación,Wachsen,اپیلاسیون,إزالة الشعر بالشمع
Waxy,De Cera,Wachsartig,مومی شکل,شمعي
Way,Forma,Weg,راه,طريق
Waybill,Hoja De Ruta,Frachtbrief,بارنامه,بوليصة الشحن
Wayfarer,Caminante,Wanderer,مسافر,مسافر
Wayless,Sin Rumbo,Weglos,بی راهه,بلا طريق
Ways,Maneras,Wege,راه ها,طرق
Wayside,Borde Del Camino,Straßenrand,کنار جاده,على جانب الطريق
We,Nosotros,Wir,ما,نحن
Weak,Débil,Schwach,ضعیف,ضعيف
Weak Bone,Hueso Débil,Schwacher Knochen,استخوان ضعیف,ضعف العظام
Weak Kneed,Rodillas Débiles,Schwache Knie,زانوهای ضعیف,ركبة ضعيفة
Weak Minded,Mente Débil,Schwachsinnig,ضعیف النفس,ضعيف العقل
Weak Reception,Recepción Débil,Schwacher Empfang,دریافت ضعیف,استقبال ضعيف
Weakbodied,Cuerpo Débil,Schwacher Körper,ضعیف النفس,ضعيف الجسد
Weaken,Debilitar,Schwächen,تضعیف,إضعاف
Weakening,Debilitación,Schwächung,تضعیف,إضعاف
Weakhearted,Débil De Corazón,Schwachherzig,ضعیف النفس,ضعيف القلب
Weakling,Alfeñique,Schwächling,ضعیف,ضعيف
Weakly,Enclenque,Schwach,به طور ضعیف,ضعيف
Weak-Minded,Débil De Mente,Schwachsinnig,ضعیف النفس,ضعيف العقل
Weakness,Debilidad,Schwäche,ضعف,ضعف
Wealth,Poder,Reichtum,ثروت,ثروة
Wealth-Lover,Amante De La Riqueza,Reichtumsliebhaber,ثروت دوست,محب للثروة
Wealth-Loving,Amante De La Riqueza,Wohlstandsliebend,ثروت دوست,محب للثروة
Wealthy,Adinerado,Reich,ثروتمند,ثري
Wealthy People,Gente Rica,Wohlhabende Leute,افراد ثروتمند,الناس الأثرياء
Wean,Destetar,Entwöhnen,از شیر گرفتن,فطم
Weapon,Arma,Waffe,سلاح,سلاح
Weapon Inspector,Inspector De Armas,Waffeninspektor,بازرس سلاح,مفتش أسلحة
Weaponless,Sin Armas,Waffenlos,بی سلاح,أعزل
Weaponry,Armas,Waffen,سلاح سازی,الأسلحة
Weapons Manufacturing,Fabricación De Armas,Waffenherstellung,ساخت سلاح,تصنيع الأسلحة
Wear,Tener Puesto,Tragen,پوشیدن,يرتدي
Wear A Veil,Usar Un Velo,Einen Schleier Tragen,حجاب داشته باشید,ارتداء الحجاب
Wear Away,Desgastar,Weg,ساییدگی,تآكل
Wear Chaddor,Usar Chaddor,Trage Einen Chaddor,چادر بپوش,ارتداء الشادور
Wear Down,Desgastar,Zermürben,فرسوده شدن,أبلى
Wear Gloves,Usar Guantes,Tragen Sie Handschuhe,دستکش بپوشید,ارتداء القفازات
Wear Mask,Usar Mascarilla,Maske Tragen,ماسک بزنید,ارتداء قناع
Wear Off,Desaparecer,Nachlassen,ساییده شدن,يزول
Wear Out,Desgastar,Verschleißen,فرسوده شدن,تآكل
Wear Stripes,Usar Rayas,Streifen Tragen,راه راه بپوشید,ارتداء خطوط
Wear Tie,Usar Corbata,Krawatte Tragen,کراوات بپوشید,ارتداء ربطة عنق
Wear Veil,Llevar Velo,Schleier Tragen,حجاب داشته باشید,ارتداء الحجاب
Wearable,Usable,Tragbar,پوشیدنی,يمكن ارتداؤها
Wearied,Cansado,Müde,خسته,متعب
Weariful,Cansado,Ermüdend,خسته,مضجر
Weariness,Cansancio,Müdigkeit,خستگی,ضجر
Wearing,Agotador,Tragen,پوشیدن,يرتدي
Weary,Cansado,Müde,خسته,مرهق
Weasel,Comadreja,Wiesel,راسو,ابن عرس
Weather,Clima,Wetter,آب و هوا,طقس
Weather Bureau,Oficina Meteorológica,Wetteramt,اداره هواشناسی,مكتب الأرصاد الجوية
Weather Cock,Veleta,Wetterhahn,خروس آب و هوا,مؤشر الطقس
Weather Forecast,Pronóstico Del Tiempo,Wettervorhersage,پیش بینی آب و هوا,توقعات الطقس
Weather Map,Mapa Del Tiempo,Wetterkarte,نقشه آب و هوا,خريطة الطقس
Weather Vane,Veleta,Wetterfahne,بادنما,دوارة الطقس
Weather Wise,En Cuanto Al Clima,Wettertechnisch,آب و هوا,من حيث الطقس
Weathering,Desgaste,Verwitterung,هوازدگی,التجوية
Weatherman,Meteorólogo,Wetterfrosch,هواشناس,رجل الطقس
Weatherproof,A Prueba De La Intemperie,Wetterfest,ضد آب و هوا,مقاوم للطقس
Weathertight,Hermético,Wetterfest,مقاوم در برابر آب و هوا,مقاوم للطقس
Weave,Tejer,Weben,بافتن,نسج
Weaver,Tejedor,Weber,بافنده,النساج
Weaving,Tejeduría,Weberei,بافندگی,نسج
Weaving Comb,Peine Para Tejer,Webkamm,شانه بافندگی,مشط النسيج
Web,Web,Web,وب,
Web Mining,,Web Mining,وب کاوی,استخراج بيانات الويب
Webber,Webber,Webber,وبر,ويبر
Webby,Webby,Webby,وبی,ويبي
Website,Sitio web,Webseite,وبسایت,
Websites,Sitios web,Websites,وبسایت ها,
Wed,Apuesta,Wette,شرط بندی,رهان
Wedder,Casador,Hochzeit,عروس,ويدر
Wedding,Boda,Hochzeit,عروسی,قِرَان
Wedding Ceremony,Ceremonia De Boda,Hochzeitszeremonie,مراسم عروسی,حفل زفاف
Wedding Night,Noche De Bodas,Hochzeitsnacht,شب عروسی,ليلة الزفاف
Wedding Ring,Anillo De Bodas,Trauring,حلقه ازدواج,خاتم الزواج
Wedge,Cuña,Keil,گوه,إسفين
Wedgy,Cuña,Keilförmig,ودگی,ويدج
Wednesday,Miércoles,Mittwoch,چهارشنبه,الأربعاء
Wednesday Night,Miércoles Por La Noche,Mittwochnacht,چهارشنبه شب,ليلة الاربعاء
Weed,Hierba,Unkraut,علف هرز,حشيش
Weedicide,Herbicida,Unkrautvernichtungsmittel,علف کش,مبيد الأعشاب
Weeding,Deshierbe,Unkraut Jäten,وجین کردن,إزالة الأعشاب الضارة
Week,Semana,Woche,هفته,أسبوع
Weekend,Fin De Semana,Wochenende,آخر هفته,عطلة نهاية الأسبوع
Weekly,Semanalmente,Wöchentlich,هفتگی,أسبوعي
Weekly Magazine,Revista Semanal,Wochenmagazin,مجله هفتگی,مجلة اسبوعية
Weep,Llorar,Weinen,گریه کردن,أبكي
Weeper,Llorón,Weiner,گریه کننده,بكاء
Weeping,Llanto,Weinend,گریه کردن,البكاء
Weeping Willow,Sauce Llorón,Trauerweide,بید مجنون,الصفصاف الباكي
Weft,Trama,Schuss,پود,لحمة
Weght Lifter,Levantador De Pesas,Gewichtheber,وزنه بردار,رافع الأثقال
Weght Lifting,Levantamiento De Pesas,Gewichtheben,وزنه برداری,رفع الأثقال
Weigh,Pesar,Wiegen,وزن کردن,وزن
Weighable,Pesable,Wägbar,قابل وزن کردن,قابلة للوزن
Weighed,Peso,Gewicht,وزن,وزن
Weigher,Pesadora,Waage,ترازو,ميزان
Weighing,Peso,Wiegen,وزن کردن,وزن
Weighs,Pesa,Wiegt,وزن دارد,يزن
Weight,Peso,Gewicht,وزن,وزن
Weightless,Ingrávido,Schwerelos,بی وزن,عديم الوزن
Weightlessness,Ingravidez,Schwerelosigkeit,بی وزنی,انعدام الوزن
Weird,Extraño,Seltsam,عجیب و غریب,غريب
Weirdness,Rareza,Seltsamkeit,عجیب و غریب بودن,غرابة
Welch,Cual,Welche,که,أيّ
Welcome,Bienvenido,Willkommen,خوش آمدید,مرحباً
Welcomer,Bienvenido,Begrüßer,خوشامدگو,مُرحِّب
Welcoming,Acogedor,Begrüßung,خوشامدگویی,ترحيبي
Weld,Soldar,Schweißen,جوش,لحام
Weld With Oxygen,Soldar Con Oxígeno,Mit Sauerstoff Schweißen,جوش با اکسیژن,اللحام بالأكسجين
Weldable,Soldable,Schweißbar,قابل جوش,قابلة للحام
Welder,Soldador,Schweißer,جوشکار,لحام
Welding,Soldadura,Schweißen,جوشکاری,اللحام
Welding Fluxes,Fundentes De Soldadura,Schweißpulver,جوشکارها,تدفقات اللحام
Weldor,Soldador,Schweißer,جوشکار,عامل لحام
Welfare,Bienestar,Wohlfahrt,رفاه,رعاية
Welfare Work,Trabajo De Bienestar,Sozialarbeit,کار رفاهی,العمل الاجتماعي
Welkin,Cielo,Himmel,ولکین,ويلكين
Welknit,Weknit,Willkommen,ولکنیت,حياكة ويلكنت
Well,Bueno,Also,خب,حسنًا
Well Conditioned,Bien Acondicionado,Gut Konditioniert,خوب شرطی شده,بحالة جيدة
Well Digger,Excavador De Pozos,Brunnengräber,چاه کن,حفار الآبار
Well Digging,Excavación De Pozos,Brunnen Graben,حفر چاه,حفر الآبار
Well Disposed,Bien Dispuesto,Wohlgesonnen,خوش برخورد,حسن التصرف
Well Done,Bien Hecho,Gut Gemacht,آفرین,أحسنت
Well Dressed,Bien Vestido,Gut Gekleidet,خوش لباس,حسن الملبس
Well Favored,Bien Favorecido,Gut Gefallen,مورد پسند,مفضل جيدًا
Well Found,Bien Encontrado,Gut Gefunden,خوب پیدا شد,وجدت جيدا
Well Founded,Bien Fundado,Gut Begründet,به خوبی پایه گذاری شده است,مؤسسة بشكل جيد
Well Groomed,Bien Arreglado,Gut Gepflegt,خوش قیافه,مُهندم جيدًا
Well Informed,Bien Informado,Gut Informiert,خوب آگاه,مطلع جيدا
Well Meaning,Bien Intencionado,Wohlmeinend,معنی خوب,حسن النية
Well Read,Bien Leído,Gut Gelesen,خوب خوانده شده,قارئ جيد
Well Sinker,Perforador De Pozo,Brunnensenker,چاه کن,غطاس البئر
Well Spoken,Bien Hablado,Gut Gesprochen,خوب صحبت شده,حسن الحديث
Well Wisher,Bienqueriente,Gratulant,خیرخواه,متمني الخير
Well-Arranged,Bien Organizado,Übersichtlich,خوش چین,مُرتَّب جيدًا
Well-Behaved,Bien Educado,Brav,خوش رفتار,حسن السلوك
Wellbeing,Bienestar,Wohlbefinden,تندرستی,الرفاهية
Wellborn,Bien Nacido,Wohlgeboren,خوش قیافه,مولود سليم
Well-Built,Bien Construido,Gut Gebaut,خوش ساخت,مبني بشكل جيد
Well-Cut,Bien Cortado,Gut Geschnitten,خوش تراش,مقطوع بشكل جيد
Well-Done,Bien Hecho,Gut Gemacht,خوش ساخت,أحسنت
Well-Fortified,Bien Fortificado,Gut Befestigt,به خوبی تقویت شده,محصنة جيدا
Wellhead,Cabezal De Pozo,Bohrlochkopf,سر چاه,رأس البئر
Wellington,Wellington,Wellington,ولینگتون,ويلينغتون
Well-Known,Bien Conocido,Bekannt,شناخته شده,مشهور
Well-Made,Bien Hecho,Gut Gemacht,خوش ساخت,جيد الصنع
Well-Matured,Bien Madurado,Gut Gereift,خوب بالغ شده,ناضجة جيدًا
Wellspring,Fuente,Quelle,چشمه,نبع
Well-To-Do,Adinerado,Wohlhabend,خوش گذران,ثري
Well-Ventilated,Bien Ventilado,Gut Belüftet,دارای تهویه مناسب,جيد التهوية
Welsh,Galés,Walisisch,ولزی,ويلزية
Welt,Roncha,Quaddel,ورم,انتبار
Wench,Moza,Weibsbild,دختر,فتاة
Wencher,Prostituta,Wencher,زن مجرد,وينشر
Went,Fue,Ging,رفت,ذهب
West,Oeste,Westen,غرب,الغرب
West Bank,Cisjordania,Westjordanland,کرانه باختری,الضفة الغربية
West Indies,Indias Occidentales,Westindien,هند غربی,جزر الهند الغربية
West Virginia,Virginia Occidental,West Virginia,ویرجینیای غربی,ولاية فرجينيا الغربية
West Wind,Viento Del Oeste,Westwind,باد غربی,الرياح الغربية
Westbound,Dirección Oeste,Richtung Westen,به سمت غرب,متجه غربًا
Wester,Oeste,Westen,غرب,الغرب
Western,Occidental,Western,غربی,الغربي
Western Bengal,Bengala Occidental,Westbengalen,بنگال غربی,غرب البنغال
Western Europe,Europa Occidental,Westeuropa,اروپای غربی,أوروبا الغربية
Western Hemisphere,Hemisferio Occidental,Westliche Hemisphäre,نیمکره غربی,نصف الكرة الغربي
Western Kasai,Kasai Occidental,Westliches Kasai,کاسای غربی,كاساي الغربية
Westerner,Occidental,Westler,غربی,غربي
Westernization,Occidentalización,Verwestlichung,غربی سازی,التغريب
Westernize,Occidentalizar,Verwestlichen,غربی کردن,تغرب
Westernized,Occidentalizado,Verwestlicht,غربی شده,غربي
Westernmost,Más Occidental,Westlichsten,غربی ترین,أقصى الغرب
Westward,Hacia El Oeste,Nach Westen,به سمت غرب,غربا
Westwards,Hacia El Oeste,Westwärts,به سمت غرب,غربًا
Wet,Ley,Gesetz,قانون,قانون
Wet Blanket,Manta Mojada,Spielverderber,پتوی خیس,بطانية مبللة
Wet Dream,Sueño Húmedo,Feuchter Traum,رویای خیس,حلم رطب
Wet Nurse,Nodriza,Amme,پرستار مرطوب,مرضعة
Wetability,Mojabilidad,Benetzbarkeit,قابلیت خیس شدن,قابلية البلل
