x,en,es,de,fa,ar
Unexpectedly,Unexpectedly,Asombrosamente,Überraschenderweise,غافلگیرانه,"من المدهش"
Unexpectedness,Unexpectedness,Inesperado,Unerwartetheit,غیرمترقبهبودن,"غير متوقع"
Unexplainable,Unexplainable,Inexplicable,Unerklärlich,"توضیح ناپذیر","لا يمكن تفسيره"
Unexplained,Unexplained,"Sin explicación","Keine Erklärung","بدون توضیح","لا يوجد تفسير"
Unexpressive,Unexpressive,"No indicativo","Nicht indikativ","غیر حاکی","غير إرشادي"
Unfadable,Unfadable,Indeleble,Unauslöschlich,"محو نشدنی","لا يمحى"
Unfailing,Unfailing,Inagotable,Unerschöpflich,"کم نیامدنی","لا ينضب"
Unfair,Unfair,Injusto,Unfair,"غیر منصفانه","غير عادل"
Unfaith,Unfaith,"Abuso de confianza",Treubruch,"نقض ایمان","خرق الإيمان"
Unfaithful,Unfaithful,"Abuso de confianza",Treubruch,"نقض ایمان","خرق الإيمان"
Unfaithfulness,Unfaithfulness,"Por defecto",Standard,بدعهدی,تقصير
Unfamiliar,Unfamiliar,Desconocido,Unbekannt,ناشناخته,مجهول
Unfathomable,Unfathomable,Insondable,Unergründlich,"تعمق ناپذیر","لا يسبر غوره"
Unfavorable,Unfavorable,Desfavorable,Ungünstig,"نا مساعد","غير مواتية"
Unfeeling,Unfeeling,"Falta de emociones","Fehlende Emotionen","فاقد احساسات","يفتقر إلى المشاعر"
Unfetter,Unfetter," Libre de cadenas"," Frei von Ketten","از زنجیرآزاد	"," خالية من السلاسل"
Unfilled,Unfilled,"No lleno","Nicht gefüllt","پر نشده","غير مملوء"
Unfinished,Unfinished,"No terminado.","Nicht fertig.","تمام نشده","لم تنتهي."
Unfirm,Unfirm,Desactivado,Deaktiviert,معلول,عاجز
Unfit,Unfit,Inadecuado," Unangemessen","نامناسب	"," غير مناسب"
Unforeseen,Unforeseen,Inesperado,Unerwartet,غیرمترقبه,"غير متوقع"
Unforgettable,Unforgettable,Inolvidable,Unvergesslich,"فراموش نشدنی","لا يُنسى"
Unforgivable,Unforgivable,Imperdonable,Unverzeihlich,"پوزش ناپذیر","لا يُغتفر"
Unforgiving,Unforgiving,Implacable,Unversöhnlich,"بی گذشت","لا يرحم"
Unformed,Unformed,"No estructurado",Unstrukturiert,ناساخت,"غير منظم"
Unfortunate,Unfortunate,"La suerte volvió.","Das Glück kehrte zurück.","بخت برگشته","عاد الحظ."
Unfortunately,Unfortunately,Desafortunadamente,Bedauerlicherweise,بدبختانه,للأسف
Unfounded,Unfounded,Infundado,Unbegründet,"بی بنیاد","لا أساس لها من الصحة"
Unfrequented,Unfrequented,Infrecuente,Selten,"غیر مکرر","غير متكرر"
Unfriendly,Unfriendly,Antipático,Unfreundlich,غیردوستانه,"غير ودي"
Unfrock,Unfrock," Desvestirse"," Ausziehen","خلع لباس	"," تعري"
Unfruitful,Unfruitful,infructuoso,fruchtlos,"بی حاصل",عقيم
Unfruitfulness,Unfruitfulness,Infructuosidad,Fruchtlosigkeit,"بی حاصلی","عدم الثمار"
Unfulfilled,Unfulfilled,"No satisfecho","Nicht zufrieden","سیر نشده","غير راضٍ"
Unfulfillment,Unfulfillment,Incumplimiento,Unerfülltheit,عدمتحقق,"عدم الوفاء"
Unfunded,Unfunded,"Sin capital","Ohne Kapital","بدون سرمایه","بدون رأس مال"
Unfurnish,Unfurnish," Sin amueblar"," Unmöbliert","بی اثاثیه	"," غير مفروش"
Unfurnished,Unfurnished,"Sin muebles","Ohne Möbel","بدون اثاثیه","بدون أثاث"
Ungenerous,Ungenerous,Tosco,Ungehobelt,ناجوانمرد,"غير مألوف"
Ungovernable,Ungovernable,Incontrolable,Unkontrollierbar,"غیرقابل کنترل","لا يمكن السيطرة عليه"
Ungraceful,Ungraceful,Irrespetuoso,Respektlos,"بی وقار","غير محترم"
Ungracious,Ungracious,Incorrecto,Falsch,ناصواب,"غير صحيح"
Ungrateful,Ungrateful,"Sin ojos ni cara","Ohne Augen oder Gesicht","بی چشم و رو","بدون عيون أو وجه"
Ungratefulness,Ungratefulness,"Sin saber la verdad","Die Wahrheit nicht kennen","حق نشناسی","عدم معرفة الحقيقة"
Ungual,Ungual,Clavado,Genagelt,"ناخن دار",مسمر
Ungulate,Ungulate,Venenoso,Giftig,"سم دار",سامة
Unhallow,Unhallow," Impío"," Unheilig","نامقدس	"," غير مقدس"
Unhappy,Unhappy,"Día negro","Schwarzer Tag","سیاه روز","يوم أسود"
Unharmed,Unharmed,"No dañoso",Unversehrt,"بی جراحت",سالمًا
Unhealthiness,Unhealthiness,Malsano,Ungesund,ناتندرستی,"غير صحي"
Unhealthy,Unhealthy,Desagradable,Unangenehm,"ناخوشی آور","غير سار"
Unheard,Unheard,Inaudito,Unerhört,"بگوش نخورده","لم يسمع به"
"Unheard Of","Unheard Of",Inaudible,Unverständlich,نامسموع,"غير مسموع"
Unholy,Unholy,Blasfemo,Blasphemisch,"کفر آمیز",تجديف
Unhurried,Unhurried,"Sin prisas","Ohne Eile","بی عجله","غير مستعجل"
Uniaxial,Uniaxial,"Un eje",Einachsig,"یک محوری","محور واحد"
Unicef,Unicef,"Fondo de las Naciones Unidas para la Infancia","Kinderhilfswerk der Vereinten Nationen","صندوق کودکان سازمان ملل","صندوق الأمم المتحدة للطفولة"
Unicellular,Unicellular,Protozoario,Protozoon,"تک یاخته ای",الأوليات
Unicolor,Unicolor,"Color sólido",Volltonfarbe,یکرنگ,"لون سادة"
Unicorn,Unicorn,Unicornio,Einhorn,تکشاخ,"وحيد القرن"
Unidiomatic,Unidiomatic,"Sin término",Unbefristet,"غیر مصطلح","غير محدد المدة"
Unidirection,Unidirection,"De una sola mano","Ein Weg","یک جهتی","طريقة واحدة"
Unidirectional,Unidirectional,Unilateral,Einseitig,"یک سویه","من جانب واحد"
Unifiable,Unifiable,"Se puede colorear","Kann gefärbt werden","قابل هم رنگی","يمكن تلوينها"
Unification,Unification,Integridad,Integrität,یکپارچگی,نزاهة
Unifier,Unifier,Unificando,Vereinigend,"متحد کننده",توحيد
Unifilar,Unifilar,"Una cuerda","Eine Zeichenfolge","یک رشته",سلسلة
Uniform,Uniform,Uniforme,Uniform,"متحد الشکل","زي مُوحد"
Uniformity,Uniformity,Uniformidad,Gleichmäßigkeit,یکنواختی,التوحيد
Uniformly,Uniformly,Uniformemente,Gleichmäßig,"بطور یکنواخت","بشكل موحد"
Unify,Unify,Unir,Vereinen,"یکی کردن",لتوحيد
Unihibited,Unihibited,Inconsciente,Unbewusst,ناخوددار,"غير واعي"
Unilateral,Unilateral,Unilateral,Einseitig,یکجانبه,"أحادي الجانب"
Unimaginable,Unimaginable,"No imaginable",Unvorstellbar,"غیر قابل تصور","لا يمكن تصوره"
Unimportant,Unimportant,"Sin importarle","Es ist mir egal","اهمیت ندادن","عدم الاهتمام"
Uninformed,Uninformed,"Sin notificación","Ohne Vorankündigung","بدون اطلاع","بدون إشعار"
Uninhabitable,Uninhabitable,"No residencial",Nichtwohngebäude,غیرمسکونی,"غير سكني"
Uninhabited,Uninhabited,"No residencial",Nichtwohngebäude,"غیر مسکونی","غير سكني"
Unintelligence,Unintelligence,"Retrasado mental","Geistig behindert","کند ذهنی","متخلف عقليًا"
Unintelligent,Unintelligent,Irrazonable,Unvernünftig,"بی تعقل","غير معقول"
Unintelligible,Unintelligible,"No conceptual",Nicht-konzeptuell,"غیر مفهوم","غير مفاهيمي"
Unintentional,Unintentional,Involuntario,Unbeabsichtigt,غیرعمدی,"غير مقصود"
Unintentionally,Unintentionally,"Sin saberlo",Unwissentlich,ندانسته,"دون علم"
Uninterested,Uninterested,"Intrusivo e intrusivo","Aufdringlich und aufdringlich","بیدخل وتصرف","تدخلي وتدخلي"
Uninterfered,Uninterfered,"Intrusivo e intrusivo","Aufdringlich und aufdringlich","بیدخل وتصرف","تدخلي وتدخلي"
Uninterrupted,Uninterrupted,"Sin interrupción","Ohne Unterbrechung","بدون وقفه","بدون انقطاع"
Uninterruptedly,Uninterruptedly,Infusor,Teesieb,دمریز,منقوع
Uninvited,Uninvited,"No invitado","Ohne Einladung",ناخوانده,"غير مدعو"
Union,Union,"Sindicato de trabajadores",Gewerkschaft,"سندیکای کارگری","نقابة عمالية"
"Union Shop","Union Shop","Hazte miembro","Mitglied werden","عضو شوند","كن عضوا"
Uniparental,Uniparental,"De un valle","Aus einem Tal","ازیک ولی","من الوادي"
Uniparous,Uniparous,Monógamo,Monogam,"تک زا","أحادي الزواج"
Unipod,Unipod,Monópode,Einbeinstativ,تکپایه,"حامل أحادي"
Unipolar,Unipolar,Unipolar,Unipolar,"یک قطبی","أحادي القطب"
Unique,Unique,Único,Einzigartig,منحصربفرد,فريد
"Unique Child","Unique Child",Doloroso,Schmerzhaft,دردانه,مؤلم
Uniqueness,Uniqueness,Unidad,Einheit,یکتایی,الوحدة
Uniquness,Uniquness,"Sin precedentes",Beispiellos,"بی سابقگی","غير مسبوق"
Unisexual,Unisexual,"Mismo sexo",Gleichgeschlechtliche,"یک جنسه","نفس الجنس"
Unison,Unison,Armonía,Harmonie,"هم آهنگی",انسجام
Unit,Unit,Unidad,Einheit,واحد,وحدة
"Unit Of Prayer","Unit Of Prayer",Rak'ah,Rakʿah,رکعت,ركعة
Unitage,Unitage,"Una unidad","Eine Einheit","یک واحد","وحدة واحدة"
Unitarian,Unitarian,Monoteísta,Monotheistisch,"توحید گرای",توحيدي
Unitarianism,Unitarianism,Monoteísmo,Monotheismus,"یکتا پرستی",التوحيد
Unite,Unite,"Unir las manos","Reichen Sie sich die Hände","دست یکی کردن","انضموا إلى أيدينا"
"Unite Retention","Unite Retention","Retención urinaria",Harnverhalt,"حبس البول","احتباس البول"
United,United,"Compañía Unida","Vereinigte Gesellschaft","شرکت یونایتد","شركة يونايتد"
"United Arab Emirates","United Arab Emirates","Emiratos Árabes Unidos","Vereinigte Arabische Emirate","امارات عربی متحده","الإمارات العربية المتحدة"
"United Nations","United Nations","Naciones Unidas","Vereinte Nationen","سازمان ملل متحد","الأمم المتحدة"
"United Nations Security Council","United Nations Security Council","Consejo De Seguridad De Las Naciones Unidas","Sicherheitsrat Der Vereinten Nationen","شورای امنیت سازمان ملل متحد","مجلس الأمن التابع للأمم المتحدة"
"United News","United News","Noticias Unidas","Vereinigte Nachrichten","یونایتد نیوز","يونايتد نيوز"
"United Press","United Press","Prensa unida","Vereinigte Presse","یونایتد پرس","يونايتد برس"
"United States","United States","Estados Unidos","Vereinigte Staaten","ایالات متحده","الولايات المتحدة"
"United States Congress","United States Congress","Congreso de los Estados Unidos",US-Kongress,"کنگره آمریکا","الكونجرس الأمريكي"
"United States Congressman","United States Congressman","Congresista estadounidense",US-Kongressabgeordneter,"نماینده کنگره آمریکا","عضو الكونجرس الأمريكي"
"United States Food And Drug Administration","United States Food And Drug Administration","Administración De Alimentos Y Medicamentos De Los Estados Unidos","US-Amerikanische Food And Drug Administration","سازمان غذا و داروی ایالات متحده","إدارة الغذاء والدواء الأمريكية"
Unitive,Unitive,Unificando,Vereinigend,"متحد کننده",توحيد
Units,Units,Unidades,Einheiten,آحاد,الوحدات
Unity,Unity,Unidad,Einheit,وحدانیت,الوحدة
"Unity Party","Unity Party","Partido de la Unidad",Einheitspartei,"حزب وحدت","حزب الوحدة"
Univalent,Univalent,"Una fundación","Eine Stiftung","یک بنیانی",مؤسسة
Univalve,Univalve,"Una escotilla","Eine Luke","یک دریچه ای",فتحة
Universal,Universal,Universal,Universal,عالمگیر,عالمي
"Universal Joint","Universal Joint","Articulación giratoria",Drehgelenk,"مفصل چرخنده","مفصل دوار"
"Universal Set","Universal Set","Colección global","Globale Sammlung","مجموعه جهانی","المجموعة العالمية"
Universalism,Universalism,"Principio de generalidad","Prinzip der Allgemeingültigkeit","اصل عمومیت","مبدأ العمومية"
Universality,Universality,Generalidad,Allgemeinheit,عمومیت,عمومية
Universalization,Universalization,Generalización,Verallgemeinerung,"همگانی سازی",تعميم
"Universally Obeyed","Universally Obeyed","El mundo es obediente.","Die Welt ist gehorsam.","جهان مطاع","العالم مطيع."
Universe,Universe,"Culo y lugar","Arsch und Platz","کون و مکان","الحمار والمكان"
Universes,Universes,Mundos,Welten,عوالم,العوالم
University,University,Académico,Akademisch,دانشگاهی,أكاديمي
Univocal,Univocal,Monólogo,Monolog,متحدالکلمه,مونولوج
Unjewelled,Unjewelled,"Sin adornos",Schmucklos,"بی زیور","غير مزخرف"
Unjust,Unjust,Injusto,Unfair,"غیر منصفانه","غير عادل"
Unjustifiable,Unjustifiable,Injustificado,Ungerechtfertigt,ناموجه,"غير مبرر"
Unjustly,Unjustly,Injusto,Unfair,"غیر منصفانه","غير عادل"
Unkempt,Unkempt,"No peinado","Nicht gekämmt","شانه نکرده","غير ممشط"
Unkind,Unkind,Indiferente,Gleichgültig,"بی التفات","غير مبال"
"Unkind Lover","Unkind Lover","Un amigo del trabajador","Ein Freund des Arbeiters","یار جفل کار","صديق العامل"
Unkindness,Unkindness,Indiferencia,Gleichgültigkeit,"بی التفاتی",اللامبالاة
Unknit,Unknit," Tejido"," Gewebt","وابافته	"," منسوج"
Unknowable,Unknowable,"No lo sabías.","Du wusstest es nicht.",ندانستی,"لم تكن تعلم."
Unknowing,Unknowing,Infeliz,Unzufrieden,نابلد,تعيس
Unknown,Unknown,Desconocido,Unbekannt,نادانسته,مجهول
"Unknown Location","Unknown Location","Punto desconocido","Unbekannter Punkt","نقطه نامعلوم","نقطة غير معروفة"
Unlatch,Unlatch," Abrir alzando el picaporte"," Entriegeln","چفت راباز	"," افتح القفل"
Unlawful,Unlawful,"Contra las regulaciones","Gegen die Vorschriften","برخلاف مقررات","ضد اللوائح"
"Unlawful Matters","Unlawful Matters",Prohibiciones,Verbote,محرمات,المحظورات
Unlawfulness,Unlawfulness,Harami,Harami,حرامی,حرامي
Unleaded,Unleaded,"Sin plomo",Bleifrei,"بی سرب","خالي من الرصاص"
Unlearned,Unlearned,"No aprendido","Nicht gelernt","فرا نگرفته","لم يتم تعلمه"
Unleashing,Unleashing,Arriba,Gemeinkosten,روبرداری,"النفقات العامة"
Unless,Unless,"Sólo en eso","Nur darin","تنها در که","فقط في ذلك"
Unlettered,Unlettered,Deseducado,Ungebildet,"درس نخوانده","غير متعلم"
Unlicked,Unlicked,"No lamido","Nicht geleckt","لیسیده نشده","لم يتم لعقها"
Unlike,Unlike,Disímil,Unähnlich,"بی شباهت",مختلف
Unlikelihood,Unlikelihood,Improbabilidad,Unwahrscheinlichkeit,"عدم احتمال","عدم الاحتمالية"
Unlikely,Unlikely,Objetable,Anstößig,"قابل اعتراض",مرفوض
Unlikeness,Unlikeness,Disimilitud,Unähnlichkeit,"بی شباهتی",الاختلاف
Unlimited,Unlimited,Ilimitado,Unbegrenzt,"بیحدو حصر","غير محدود"
Unload,Unload,"Dejar caer una carga","Eine Ladung abwerfen","بار انداختن","إسقاط الحمل"
Unloading,Unloading,Cargando,Laden,باراندازی,تحميل
"Unlooked For","Unlooked For",Inesperado,Unerwartet,"غیر منتظره","غير متوقع"
Unlowful,Unlowful,Negación,Verweigerung,منکر,إنكار
Unluckiness,Unluckiness,"¿Cómo es?","Wie ist es?",نحوست,"كيف هذا؟"
Unlucky,Unlucky,"La suerte volvió.","Das Glück kehrte zurück.","بخت برگشته","عاد الحظ."
Unmake,Unmake,"De la propiedad de arrojar","Von der Eigenschaft des Werfens","از خاصیت انداختن","من خاصية الرمي"
Unman,Unman,"Carecer de masculinidad","Mangelnde Männlichkeit","فاقد مردانگی کردن","الافتقار إلى الرجولة"
